EntityID,LEA Name,County,Total: Total,"Local, Intermediate, State: Total",Total: M&O - Operations,"Local, Intermediate, State: M&O - Operations",Total: M&O - Other,"Local, Intermediate, State: M&O - Other",Total: M&O and CSF & IIF - Operations,"Local, Intermediate, State: M&O and CSF & IIF - Operations",Total: M&O and CSF & IIF - Other,"Local, Intermediate, State: M&O and CSF & IIF - Other",Total Property Revenue,Total Students,Percent Asian,Percent Black,Percent Hispanic,Percent White,Percent SPED,Percent ELL,Percent Poverty,Percent Non-White,ELL Grouping,Non-White Grouping,Poverty Grouping,Black Grouping,Hispanic Grouping,SPED Grouping,Per-Pupil Revenue: Total,Per-Pupil Revenue: Maintenance & Operations,Per-Pupil Property Revenue,Property Revenue Quartile,Property Tax Rate
4248,Higley Unified School District,Maricopa,120001157.6,114332158,83489994.74,83489994.74,36511162.84,30842163.29,90236452.75,90236452.75,29764704.83,24095705.28,638319595,12465,0.035863286,0.039955071,0.21012516,0.646903081,0.139751304,0.011231448,0.062693403,0.353096919,Quartiles 1 & 2,Quartile 1,Quartile 1,Quartile 4,Quartile 2,Quartile 3,9172.254956,7239.185941,51208.95267,Quartile 2,7.696
4249,Aguila Elementary District,Maricopa,2259514.32,1948977.25,1642449,1642449,617065.32,306528.25,1738981,1738981,520533.32,209996.25,10746099,163,0,0,1,0,0.141104294,0.294478528,0.300469484,1,Quartile 4,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 4,Quartile 3,11956.91564,10668.59509,65926.98773,Quartile 2,4.9826
4250,Sentinel Elementary District,Maricopa,1536423.23,1479111.39,1424884,1424884,111539.23,54227.39,1448270,1448270,88153.23,30841.39,13843960,36,0,0,0.333333333,0.666666667,0,0,0,0.333333333,Quartiles 1 & 2,Quartile 1,Quartile 1,"Quartiles 1, 2, & 3",Quartile 2,Quartile 1,41086.4275,40229.72222,384554.4444,Quartile 4,8.9303
4251,Morristown Elementary District,Maricopa,2392673.77,2147477.11,1707275,1707275,685398.77,440202.11,1776181,1776181,616492.77,371296.11,15969271,111,0,0,0.314285714,0.685714286,0.189189189,0,0.09122807,0.314285714,Quartiles 1 & 2,Quartile 1,Quartile 1,"Quartiles 1, 2, & 3",Quartile 2,Quartile 4,19346.64063,16001.63063,143867.3063,Quartile 3,6.0596
4252,Nadaburg Unified School District,Maricopa,10785885.35,9099369.39,7697325,7697325,3088560.35,1402044.39,8078754,8078754,2707131.35,1020615.39,61571758,808,0,0.015151515,0.345959596,0.612373737,0.221534653,0.047029703,0.125416204,0.387626263,Quartile 3,Quartile 2,Quartile 1,"Quartiles 1, 2, & 3",Quartile 2,Quartile 4,11261.59578,9998.457921,76202.67079,Quartile 2,5.7379
4253,Mobile Elementary District,Maricopa,974579.75,905185.44,718221,718221,256358.75,186964.44,730944,730944,243635.75,174241.44,8470387,16,NA,NA,NA,NA,0,0,0.269230769,NA,Quartiles 1 & 2,NA,Quartile 3,NA,NA,Quartile 1,56574.09,45684,529399.1875,Quartile 4,7.8876
4254,Saddle Mountain Unified School District,Maricopa,19738701,17614898,12732811,12732811,7005890,4882087,13599473,13599473,6139228,4015425,742127564,1975,0.005589431,0.036077236,0.443089431,0.472560976,0.167088608,0.070379747,0.177934272,0.527439024,Quartile 3,Quartile 2,Quartile 2,Quartile 4,Quartile 3,Quartile 4,8918.935696,6885.809114,375760.7919,Quartile 4,1.636
4255,Paloma School District,Maricopa,4667042,4411345,1228501,1228501,3438541,3182844,1304093,1304093,3362949,3107252,56735342,119,0,0,0.867256637,0.132743363,0.285714286,0.302521008,0.174418605,0.867256637,Quartile 4,Quartile 3,Quartile 2,"Quartiles 1, 2, & 3",Quartile 4,Quartile 4,37070.12605,10958.76471,476767.5798,Quartile 4,5.052
4256,Phoenix Elementary District,Maricopa,90069111.6,76053393.88,56230861,56230861,33838250.6,19822532.88,59414956,59414956,30654155.6,16638437.88,695194675,6537,0.01087123,0.088194763,0.796202725,0.05986832,0.12987609,0.148539085,0.340233398,0.94013168,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 2,11634.29614,9089.024935,106347.6633,Quartile 3,8.5677
4257,Riverside Elementary District,Maricopa,17868604.43,16241474.55,5983778,5983778,11884826.43,10257696.55,6441659,6441659,11426945.43,9799815.55,371455543,913,0.012087912,0.135164835,0.769230769,0.036263736,0.117196057,0.117196057,0.252739226,0.963736264,Quartile 4,Quartile 4,Quartile 3,Quartile 4,Quartile 4,Quartile 2,17789.12875,7055.486309,406851.6353,Quartile 4,3.9655
4258,Tempe School District,Maricopa,139335197,123951323,85806607,85806607,53528590,38144716,91620246,91620246,47714951,32331077,1449460520,12165,0.027540283,0.119204209,0.515784281,0.207250904,0.138429922,0.106617345,0.21450864,0.792749096,Quartile 4,Quartile 3,Quartile 2,Quartile 4,Quartile 3,Quartile 2,10189.17575,7531.462885,119150.0633,Quartile 3,5.8637
4259,Isaac Elementary District,Maricopa,63409925.47,49060551.95,43097431,43097431,20312494.47,5963120.95,46592308,46592308,16817617.47,2468243.95,134188536,6540,0.001988984,0.04620563,0.925489596,0.013310894,0.124159021,0.336238532,0.381768416,0.986689106,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 2,7501.613448,7124.206116,20518.12477,Quartile 1,13.6907
4260,Washington Elementary School District,Maricopa,233679569,191505417,147922817,147922817,85756752,43582600,159632667,159632667,74046902,31872750,1289040831,22682,0.027554889,0.094480205,0.535137995,0.265144167,0.161273256,0.14500485,0.25808639,0.734855833,Quartile 4,Quartile 3,Quartile 3,Quartile 4,Quartile 3,Quartile 3,8443.056917,7037.856759,56831.00392,Quartile 2,5.5716
4261,Wilson Elementary District,Maricopa,14741419.22,11711712.41,9696417,9696417,5045002.22,2015295.41,10310415,10310415,4431004.22,1401297.41,102454425,1239,0,0.093775934,0.906224066,0,0.087974173,0.19693301,0.370607029,1,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 1,9452.552389,8321.561743,82691.22276,Quartile 3,7.8704
4262,Osborn Elementary District,Maricopa,33227383.51,27770119.61,17364760,17364760,15862623.51,10405359.61,18842210,18842210,14385173.51,8927909.61,462642693,2856,0.025632022,0.126053371,0.646769663,0.106039326,0.159663866,0.131652661,0.265306122,0.893960674,Quartile 4,Quartile 3,Quartile 3,Quartile 4,Quartile 3,Quartile 3,9723.431236,6597.412465,161989.7384,Quartile 3,4.3493
4263,Creighton Elementary District,Maricopa,65262171,52713976,36154195,36154195,29107976,16559781,39598750,39598750,25663421,13115226,425191036,5904,0.006944444,0.046917344,0.840108401,0.065718157,0.121612466,0.203082656,0.315282426,0.934281843,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 2,8928.51897,6707.105352,72017.4519,Quartile 2,5.7562
4264,Tolleson Elementary District,Maricopa,30261562,24996185,18468944,18468944,11792618,6527241,20174602,20174602,10086960,4821583,180969758,3179,0.010403531,0.115069357,0.800441362,0.045397226,0.129600503,0.123938345,0.261254874,0.954602774,Quartile 4,Quartile 4,Quartile 3,Quartile 4,Quartile 4,Quartile 2,7862.908147,6346.210129,56926.63039,Quartile 2,4.9236
4265,Murphy Elementary District,Maricopa,18349518,13872597,11408437,11408437,6941081,2464160,12164042,12164042,6185476,1708555,102399760,1662,0,0.056029233,0.923264312,0.020706456,0.115523466,0.324909747,0.298181818,0.979293544,Quartile 4,Quartile 4,Quartile 3,Quartile 4,Quartile 4,Quartile 1,8346.929603,7318.918171,61612.37064,Quartile 2,4.9342
4266,Liberty Elementary District,Maricopa,32117609.07,29777866.97,22198855,22198855,9918754.07,7579011.97,23981040,23981040,8136569.07,5796826.97,242901538,3586,0.008365867,0.033463469,0.508365867,0.407417736,0.146402677,0.060513107,0.112249762,0.592582264,Quartile 3,Quartile 3,Quartile 1,"Quartiles 1, 2, & 3",Quartile 3,Quartile 3,8303.922747,6687.406581,67736.06748,Quartile 2,3.5903
4267,Kyrene Elementary District,Maricopa,182290660.3,171872464,106405784,106405784,75884876.29,65466680,122953931,122953931,59336729.29,48918533,2056567610,17114,0.053769725,0.102104033,0.299824664,0.427060199,0.100035059,0.02518406,0.075254971,0.572939801,Quartile 3,Quartile 2,Quartile 1,Quartile 4,Quartile 2,Quartile 1,10042.79911,7184.406392,120168.7279,Quartile 3,4.0081
4268,Balsz Elementary District,Maricopa,28053947.89,21653006.59,15270024,15270024,12783923.89,6382982.59,16506171,16506171,11547776.89,5146835.59,299459411,2340,0.009401709,0.181623932,0.655555556,0.070940171,0.141452991,0.197008547,0.305040481,0.929059829,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 3,Quartile 3,9253.42162,7053.919231,127974.1073,Quartile 3,3.8583
4269,Buckeye Elementary District,Maricopa,49467673.45,43262057.01,33437326,33437326,16030347.45,9824731.01,36004896,36004896,13462777.45,7257161.01,213016234,5483,0.006930512,0.071128944,0.621010396,0.252963706,0.152288893,0.079700894,0.164488729,0.747036294,Quartile 4,Quartile 3,Quartile 2,Quartile 4,Quartile 3,Quartile 3,7890.216489,6566.64162,38850.30713,Quartile 1,6.0008
4270,Madison Elementary District,Maricopa,73330437.12,69328056.62,36269196,36269196,37061241.12,33058860.62,39272763,39272763,34057674.12,30055293.62,994162991,5998,0.017005669,0.058519507,0.377292431,0.454818273,0.081360453,0.042347449,0.133675151,0.545181727,Quartile 3,Quartile 2,Quartile 1,Quartile 4,Quartile 2,Quartile 1,11558.52895,6547.643048,165749.0815,Quartile 3,4.4217
4271,Glendale Elementary District,Maricopa,107668626,84767207,67806001,67806001,39862625,16961206,74319483,74319483,33349143,10447724,287463698,12160,0.029605263,0.104440789,0.713240132,0.109703947,0.134786184,0.158963816,0.297714078,0.890296053,Quartile 4,Quartile 3,Quartile 3,Quartile 4,Quartile 4,Quartile 2,6970.987418,6111.799589,23640.10674,Quartile 1,6.1748
4272,Avondale Elementary District,Maricopa,63616753.06,55629502.98,38986357,38986357,24630396.06,16643145.98,41774146,41774146,21842607.06,13855356.98,367311044,5696,0.020189607,0.117626404,0.644136236,0.193820225,0.139044944,0.104108146,0.196502058,0.806179775,Quartile 4,Quartile 3,Quartile 2,Quartile 4,Quartile 3,Quartile 3,9766.415551,7333.944171,64485.78722,Quartile 2,5.316
4273,Fowler Elementary District,Maricopa,42585975.41,32819276.08,27237021,27237021,15348954.41,5582255.08,29540957,29540957,13045018.41,3278319.08,321309082,4408,0.007259528,0.085980036,0.809891107,0.06238657,0.10753176,0.170372051,0.302409021,0.93761343,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 1,7445.38931,6701.669011,72892.25998,Quartile 2,3.8918
4274,Arlington Elementary District,Maricopa,2724143.12,2368055.18,1884147,1884147,839996.12,483908.18,2024050,2024050,700093.12,344005.18,227018955,248,0,0,0.740740741,0.259259259,0.120967742,0.217741935,0.249070632,0.740740741,Quartile 4,Quartile 3,Quartile 3,"Quartiles 1, 2, & 3",Quartile 4,Quartile 2,9548.609597,8161.491935,915399.0121,Quartile 4,0.8903
4275,Palo Verde Elementary District,Maricopa,5056252.35,4419835.65,3378894,3378894,1677358.35,1040941.65,3638598,3638598,1417654.35,781237.65,25038392,429,0,0,0.688564477,0.311435523,0.151515152,0.118881119,0.218415418,0.688564477,Quartile 4,Quartile 3,Quartile 2,"Quartiles 1, 2, & 3",Quartile 4,Quartile 3,10302.6472,8481.58042,58364.55012,Quartile 2,4.1282
4276,Laveen Elementary District,Maricopa,68820573.33,60932599,41910172,41910172,26910401.33,19022427,45523220,45523220,23297353.33,15409379,218178522,7336,0.026035987,0.206924755,0.596101418,0.107415485,0.140130862,0.072928026,0.192414175,0.892584515,Quartile 3,Quartile 3,Quartile 2,Quartile 4,Quartile 3,Quartile 3,8305.97042,6205.455289,29740.8018,Quartile 1,8.0895
4277,Union Elementary District,Maricopa,17014887.47,14270491.96,11094714,11094714,5920173.47,3175777.96,12096639,12096639,4918248.47,2173852.96,66467912,1858,0.009713977,0.134376686,0.758229897,0.053966541,0.137244349,0.156081808,0.182448838,0.946033459,Quartile 4,Quartile 4,Quartile 2,Quartile 4,Quartile 4,Quartile 2,7680.566179,6510.569968,35773.90312,Quartile 1,4.8228
4278,Littleton Elementary District,Maricopa,53349628.36,46080199.25,35549331,35549331,17800297.36,10530868.25,38574349,38574349,14775279.36,7505850.25,249928457,6043,0.012742016,0.104252855,0.765017375,0.07579017,0.1330465,0.123448618,0.17095719,0.92420983,Quartile 4,Quartile 4,Quartile 2,Quartile 4,Quartile 4,Quartile 2,7625.384619,6383.311104,41358.34139,Quartile 2,5.8037
4279,Roosevelt Elementary District,Maricopa,105690053.3,85838394.92,68436605,68436605,37253448.25,17401789.92,73021474,73021474,32668579.25,12816920.92,582818980,8588,0.007336672,0.121346221,0.813089554,0.029346687,0.149394504,0.161271542,0.287620247,0.970653313,Quartile 4,Quartile 4,Quartile 3,Quartile 4,Quartile 4,Quartile 3,9995.15544,8502.733349,67864.34327,Quartile 2,9.6509
4280,Alhambra Elementary District,Maricopa,114797537.7,88419385.73,73057182,73057182,41740355.7,15362203.73,79630398,79630398,35167139.7,8788987.73,347825248,12111,0.031871852,0.09297333,0.788374205,0.051771117,0.110643217,0.214846008,0.344851592,0.948228883,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 1,7300.750205,6575.047312,28719.77937,Quartile 1,7.1652
4281,Litchfield Elementary District,Maricopa,98959051,92469805,68621751,68621751,30337300,23848054,74472501,74472501,24486550,17997304,819761974,11566,0.032422618,0.068303649,0.408006225,0.432560955,0.109718139,0.030520491,0.086012384,0.567439045,Quartile 3,Quartile 2,Quartile 1,Quartile 4,Quartile 3,Quartile 1,7994.968442,6438.915874,70876.87826,Quartile 2,3.9133
4282,Cartwright Elementary District,Maricopa,152573958,123562137,99973667,99973667,52600291,23588470,116827819,116827819,35746139,6734318,229926957,16035,0.00405515,0.053652754,0.889138437,0.032066879,0.105706268,0.211786717,0.321394783,0.967933121,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 4,Quartile 1,7705.777175,7285.800998,14339.0681,Quartile 1,12.6992
4283,Pendergast Elementary District,Maricopa,85539847.11,73728238.59,56703196,56703196,28836651.11,17025042.59,61799938,61799938,23739909.11,11928300.59,316256282,9411,0.021464244,0.074806078,0.750504729,0.105833599,0.129954309,0.105939858,0.213477366,0.894166401,Quartile 4,Quartile 4,Quartile 2,Quartile 4,Quartile 4,Quartile 2,7834.261884,6566.776963,33604.96037,Quartile 1,6.8076
4284,Buckeye Union High School District,Maricopa,45534400,43095682,29822033,29822033,15712367,13273649,32399949,32399949,13134451,10695733,707975117,4293,0.007453995,0.067784766,0.557419054,0.322851153,0.126717913,0.02888423,0.117961273,0.677148847,Quartile 3,Quartile 3,Quartile 1,Quartile 4,Quartile 3,Quartile 2,10038.59352,7547.157932,164913.8404,Quartile 3,3.3401
4285,Glendale Union High School District,Maricopa,166145776.5,150205074.4,111765963,111765963,54379813.47,38439111.4,121489339,121489339,44656437.47,28715735.4,1576504529,15719,0.031808639,0.084292894,0.578471913,0.266111076,0.121636236,0.04300528,0.223634423,0.733888924,Quartile 3,Quartile 3,Quartile 3,Quartile 4,Quartile 3,Quartile 2,9555.638043,7728.821108,100292.9276,Quartile 3,4.6576
4286,Phoenix Union High School District,Maricopa,399632592,359456060.1,259831747,259831747,139800845,99624313.09,275550382,275550382,124082210,83905678.09,4965898777,27428,0.016115507,0.086958107,0.806759762,0.044809859,0.11415342,0.081230859,0.260700477,0.955190141,Quartile 4,Quartile 4,Quartile 3,Quartile 4,Quartile 4,Quartile 1,13105.44189,10046.31698,181052.1648,Quartile 3,6.5019
4287,Tempe Union High School District,Maricopa,140804830.8,134307604.1,96271034,96271034,44533796.76,38036570.08,104212570,104212570,36592260.76,30095034.08,3506028130,13313,0.046871479,0.117629385,0.368587095,0.378652445,0.08585593,0.010440922,0.102992302,0.621347555,Quartiles 1 & 2,Quartile 3,Quartile 1,Quartile 4,Quartile 2,Quartile 1,10088.4552,7827.880267,263353.7242,Quartile 4,2.7131
4288,Tolleson Union High School District,Maricopa,154107025,145886158,82234013,82234013,71873012,63652145,88995987,88995987,65111038,56890171,1134931491,11913,0.021740955,0.092671871,0.779400655,0.075883489,0.107445648,0.043565852,0.169968553,0.924116511,Quartile 3,Quartile 4,Quartile 2,Quartile 4,Quartile 4,Quartile 1,12245.96307,7470.493327,95268.31957,Quartile 3,4.1118
4289,Agua Fria Union High School District,Maricopa,85743774,81364270,55066533,55066533,30677241,26297737,60120082,60120082,25623692,21244188,1187073018,7964,0.030889001,0.097187343,0.480914114,0.340909091,0.108362632,0.011551984,0.100479646,0.659090909,Quartiles 1 & 2,Quartile 3,Quartile 1,Quartile 4,Quartile 3,Quartile 1,10216.50804,7548.980663,149054.8742,Quartile 3,3.906
4368,Lake Havasu Unified District,Mohave,46862512.3,42265151.23,32493648.89,32493648.89,14368863.41,9771502.34,35273906.38,35273906.38,11588605.92,6991244.85,736793102,5447,0.013401873,0.009546539,0.248026437,0.6965302,0.131632091,0.017257206,0.188372093,0.3034698,Quartiles 1 & 2,Quartile 1,Quartile 2,"Quartiles 1, 2, & 3",Quartile 2,Quartile 2,7759.344819,6475.841083,135265.8531,Quartile 3,4.1809
4369,Peach Springs Unified District,Mohave,4440062.56,1878284.02,1435676.13,1435676.13,3004386.43,442607.89,1548511.63,1548511.63,2891550.93,329772.39,11049428,159,0,0,0,0,0.169811321,0,0.326164875,1,Quartiles 1 & 2,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,11813.10704,9739.066855,69493.25786,Quartile 2,6.5602
4370,Colorado City Unified District,Mohave,7255744.06,5686231.87,4038923,4038923,3216821.06,1647308.87,4361569,4361569,2894175.06,1324662.87,12517544,605,0,0,0,1,0.294214876,0,0.315538194,0,Quartiles 1 & 2,Quartile 1,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,9398.730364,7209.204959,20690.15537,Quartile 1,5.0549
4371,Hackberry School District,Mohave,1062684.48,979730.89,893112,893112,169572.48,86618.89,912079,912079,150605.48,67651.89,23013254,27,0,0,0,1,0,0,0.183673469,0,Quartiles 1 & 2,Quartile 1,Quartile 2,"Quartiles 1, 2, & 3",Quartile 1,Quartile 1,36286.32926,33780.7037,852342.7407,Quartile 4,4.098
4373,Owens School District No.6,Mohave,524439,445085,331392,331392,193047,113693,365055,365055,159384,80030,10611039,20,0,0,0,1,0.3,0,0.127272727,0,Quartiles 1 & 2,Quartile 1,Quartile 1,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,22254.25,18252.75,530551.95,Quartile 4,2.9346
4374,Littlefield Unified District,Mohave,4022177.1,3515704.87,2599926,2599926,1422251.1,915778.87,2826545,2826545,1195632.1,689159.87,21021703,379,0,0,0.623626374,0.376373626,0.126649077,0.137203166,0.225749559,0.623626374,Quartile 4,Quartile 3,Quartile 3,"Quartiles 1, 2, & 3",Quartile 3,Quartile 2,9276.266148,7457.902375,55466.23483,Quartile 2,5.0676
4376,Topock Elementary District,Mohave,1584515,1176014,927293,927293,657222,248721,992137,992137,592378,183877,29155421,118,0,0,0.207207207,0.612612613,0.093220339,0,0.214765101,0.387387387,Quartiles 1 & 2,Quartile 2,Quartile 2,"Quartiles 1, 2, & 3",Quartile 2,Quartile 1,9966.220339,8407.940678,247079.839,Quartile 4,2.3694
4377,Yucca Elementary District,Mohave,756043,664989,546095,546095,209948,118894,564157,564157,191886,100832,21237431,27,0,0,0,1,0,0,0.217391304,0,Quartiles 1 & 2,Quartile 1,Quartile 2,"Quartiles 1, 2, & 3",Quartile 1,Quartile 1,24629.22222,20894.7037,786571.5185,Quartile 4,3.5294
4378,Bullhead City School District,Mohave,21325536.82,16925520,14841625,14841625,6483911.82,2083895,16229814,16229814,5095722.82,695706,292251348,2693,0.011169025,0.021965748,0.443782576,0.479895756,0.136279242,0.043445971,0.331279343,0.520104244,Quartile 3,Quartile 2,Quartile 4,"Quartiles 1, 2, & 3",Quartile 3,Quartile 2,6285.00557,6026.666914,108522.5949,Quartile 3,2.0502
4379,Mohave Valley Elementary District,Mohave,12623912.35,10175194.97,8477437,8477437,4146475.35,1697757.97,9035788,9035788,3588124.35,1139406.97,181375022,1074,0,0.013157895,0.357142857,0.531954887,0.153631285,0.017690875,0.239873751,0.468045113,Quartiles 1 & 2,Quartile 2,Quartile 3,"Quartiles 1, 2, & 3",Quartile 2,Quartile 3,9474.110773,8413.210428,168878.0466,Quartile 3,2.7123
4380,Valentine Elementary District,Mohave,1365496.06,732017.84,535274.68,535274.68,830221.38,196743.16,588710.03,588710.03,776786.03,143307.81,3592121,92,0,0,0,0,0.184782609,0,0.25,1,Quartiles 1 & 2,Quartile 4,Quartile 3,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,7956.715652,6399.022065,39044.79348,Quartile 1,3.4462
4381,Colorado River Union High School District,Mohave,18010994.81,16372777,11402728,11402728,6608266.81,4970049,12559118,12559118,5451876.81,3813659,502781791,1887,0.007427056,0.015384615,0.402122016,0.532095491,0.113937467,0.010068892,0.22886133,0.467904509,Quartiles 1 & 2,Quartile 2,Quartile 3,"Quartiles 1, 2, & 3",Quartile 3,Quartile 1,8676.617382,6655.600424,266445.0403,Quartile 4,2.3297
4386,Navajo County Accommodation District #99,Navajo,441927,329641,302789,302789,139138,26852,314592,314592,127335,15049,0,27,0,0,0,0,NA,0,NA,1,Quartiles 1 & 2,Quartile 4,NA,"Quartiles 1, 2, & 3",Quartile 1,NA,12208.92593,11651.55556,0,Quartile 1,0
4387,Winslow Unified District,Navajo,21087878.2,14711207.21,11384574.28,11384574.28,9703303.92,3326632.93,12580990.51,12580990.51,8506887.69,2130216.7,45173754,2052,0.005853659,0.008780488,0.28097561,0.172682927,0.154483431,0.020955166,0.383147114,0.827317073,Quartiles 1 & 2,Quartile 3,Quartile 4,"Quartiles 1, 2, & 3",Quartile 2,Quartile 3,7169.204293,6131.086993,22014.5,Quartile 1,5.9398
4388,Joseph City Unified District,Navajo,6013120.54,5439177.54,4209009.18,4209009.18,1804111.36,1230168.36,4470858.49,4470858.49,1542262.05,968319.05,125149056,451,0,0,0.143176734,0.5950783,0.146341463,0,0.313397129,0.4049217,Quartiles 1 & 2,Quartile 2,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 3,12060.26062,9913.211729,277492.3636,Quartile 4,3.6764
4389,Holbrook Unified District,Navajo,27413422.87,16581244,14348755,14348755,13064667.87,2232489,15445482,15445482,11967940.87,1135762,44223220,1956,0,0.00666325,0.146078934,0.16658124,0.119120654,0.028118609,0.394128114,0.83341876,Quartile 3,Quartile 3,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 2,8477.118609,7896.46319,22609.00818,Quartile 1,7.3012
4390,Pinon Unified District,Navajo,18794598.94,8608908.95,7277106,7277106,11517492.94,1331802.95,7927927,7927927,10866671.94,680981.95,585022,1072,0,0,0,0,0.117537313,0.053171642,0.46955037,1,Quartile 3,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 2,8030.698647,7395.454291,545.7294776,Quartile 1,0
4391,Snowflake Unified District,Navajo,20160663.8,17906502,13452905,13452905,6707758.8,4453597,14876472,14876472,5284191.8,3030030,82233208,2588,0,0,0.132501949,0.773577553,0.147604328,0.013523957,0.325112108,0.226422447,Quartiles 1 & 2,Quartile 1,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 3,6919.050232,5748.250386,31774.80989,Quartile 1,5.3612
4392,Heber-Overgaard Unified District,Navajo,6311834.37,5500525.79,3810695,3810695,2501139.37,1689830.79,4144001,4144001,2167833.37,1356524.79,85029244,498,0,0,0.168032787,0.780737705,0.13253012,0,0.308333333,0.219262295,Quartiles 1 & 2,Quartile 1,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 2,11045.23251,8321.287149,170741.4538,Quartile 3,4.601
4393,Show Low Unified District,Navajo,21083297.88,18574614.6,14113197,14113197,6970100.88,4461417.6,15505508,15505508,5577789.88,3069106.6,187841147,2518,0.007171315,0.007171315,0.162948207,0.768924303,0.142970612,0.024225576,0.335846212,0.231075697,Quartiles 1 & 2,Quartile 1,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 3,7376.73336,6157.866561,74599.34353,Quartile 2,4.594
4394,Whiteriver Unified District,Navajo,39728614.27,14727146.28,11683670,11683670,28044944.27,3043476.28,12930899,12930899,26797715.27,1796247.28,1426114,2275,0,0,0.006186478,0,0.12,0.008351648,0.492835721,1,Quartiles 1 & 2,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 2,6473.470892,5683.911648,626.8632967,Quartile 1,0
4395,Cedar Unified District,Navajo,3552818.84,1479535.3,1055748,1055748,2497070.84,423787.3,1130271,1130271,2422547.84,349264.3,1916439,142,0,0,0,0,0.232394366,0.176056338,0.501261034,1,Quartile 4,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,10419.26268,7959.65493,13496.0493,Quartile 1,0
4396,Kayenta Unified School District #27,Navajo,34696379,15094142,10171558,10171558,24524821,4922584,11162447,11162447,23533932,3931695,9626879,1759,0,0,0.016009148,0,0.123365549,0.08584423,0.540225418,1,Quartile 4,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 2,8581.092666,6345.90506,5472.927231,Quartile 1,8
4397,Blue Ridge Unified School District No. 32,Navajo,25424259.56,21976377.83,13800622,13800622,11623637.56,8175755.83,15038079,15038079,10386180.56,6938298.83,244552177,2034,0.005920079,0,0.245189936,0.493833251,0.126352016,0.03539823,0.233792545,0.506166749,Quartile 3,Quartile 2,Quartile 3,"Quartiles 1, 2, & 3",Quartile 2,Quartile 2,10804.51221,7393.352507,120232.1421,Quartile 3,6.106
4401,Pima Accommodation District,Pima,1023586,709125,645412,645412,378174,63713,692124,692124,331462,17001,0,60,0,0,0.75,0.25,0.333333333,0,NA,0.75,Quartiles 1 & 2,Quartile 3,NA,"Quartiles 1, 2, & 3",Quartile 4,Quartile 4,11818.75,11535.4,0,Quartile 1,0
4403,Tucson Unified District,Pima,460804175,394373135,309074765,309074765,151729410,85298370,333781473,333781473,127022702,60591662,3304883937,45565,0.01665935,0.061633011,0.640539947,0.201931519,0.14853506,0.079600571,0.242373046,0.798068481,Quartile 3,Quartile 3,Quartile 3,Quartile 4,Quartile 3,Quartile 3,8655.17689,7325.391704,72531.19581,Quartile 2,6.5554
4404,Marana Unified District,Pima,119304254,108574263,80955497,80955497,38348757,27618766,87559360,87559360,31744894,21014903,837559768,12292,0.015619915,0.022616336,0.372356004,0.535226163,0.160836316,0.017653759,0.115068493,0.464773837,Quartiles 1 & 2,Quartile 2,Quartile 1,"Quartiles 1, 2, & 3",Quartile 2,Quartile 3,8832.920843,7123.280182,68138.60788,Quartile 2,6.0839
4405,Flowing Wells Unified District,Pima,50371715.52,43416559.57,33292971,33292971,17078744.52,10123588.57,36354079,36354079,14017636.52,7062480.57,196945255,5649,0.011347518,0.018971631,0.663120567,0.282269504,0.157727031,0.060187644,0.295200784,0.717730496,Quartile 3,Quartile 3,Quartile 3,"Quartiles 1, 2, & 3",Quartile 3,Quartile 3,7685.707129,6435.48929,34863.73783,Quartile 1,6.8859
4406,Amphitheater Unified District,Pima,139087368,125719285,86363947,86363947,52723421,39355338,93927379,93927379,45159989,31791906,1530659161,13657,0.029657293,0.049428822,0.424794962,0.442369654,0.174782163,0.051621879,0.177336238,0.557630346,Quartile 3,Quartile 2,Quartile 2,Quartile 4,Quartile 3,Quartile 4,9205.483269,6877.599692,112078.726,Quartile 3,5.5025
